,bsr_best,sd_price,sd_list_price,sd_previous_price,sd_number_bought_past_month,sd_average_rating,sd_total_reviews,sd_ratings_count,sd_stars,sd_rating_pct_1,sd_rating_pct_2,sd_rating_pct_3,sd_rating_pct_4,sd_rating_pct_5
0,6.0,,,,10000000.0,,,,,,,,,
1,8.0,89.95,89.95,89.95,8000000.0,4.5,,,4.5,4.0,2.0,6.0,12.0,76.0
2,1.0,29.95,29.95,49.95,10000000.0,4.5,,,4.5,4.0,2.0,5.0,13.0,76.0
3,3.0,119.0,119.0,129.0,10000000.0,4.5,,,,6.0,2.0,4.0,10.0,78.0
4,10.0,,,,8000000.0,,,,,,,,,
5,31.0,22.99,22.99,,6000000.0,4.9,1026.0,1026.0,4.9,1.0,0.0,2.0,2.0,95.0
6,19.0,,,,,4.5,991.0,991.0,4.5,6.0,3.0,3.0,3.0,85.0
7,6.0,,,,10000000.0,4.5,,,4.5,4.0,2.0,6.0,14.0,74.0
8,1.0,34.99,34.99,59.99,10000000.0,4.5,,,4.5,4.0,2.0,6.0,15.0,73.0
9,27.0,,,,,4.1,217.0,217.0,4.1,13.0,3.0,7.0,12.0,65.0
10,20.0,,,,6000000.0,4.6,,,4.6,4.0,2.0,5.0,9.0,80.0
11,13.0,,,,6000000.0,,,,,,,,,
12,6.0,18.99,18.99,28.99,10000000.0,4.5,,,4.5,4.0,2.0,6.0,15.0,73.0
13,20.0,159.99,159.99,,10000000.0,4.4,,,4.4,5.0,3.0,7.0,14.0,71.0
14,41.0,17.99,17.99,219.99,5000000.0,4.2,676.0,676.0,4.2,11.0,2.0,6.0,11.0,70.0
15,34.0,149.95,149.95,149.95,3000000.0,4.5,,3126.0,4.5,5.0,3.0,6.0,11.0,75.0
16,10.0,,,,10000000.0,,,,,,,,,
17,46.0,19.99,19.99,28.99,6000000.0,4.3,,,4.3,6.0,4.0,7.0,16.0,67.0
18,4.0,69.99,69.99,,7000000.0,4.3,307.0,307.0,4.3,8.0,4.0,7.0,10.0,71.0
19,26.0,16.14,16.14,29.99,5000000.0,4.6,,,4.6,3.0,2.0,5.0,13.0,77.0
20,13.0,12.97,12.97,19.99,10000000.0,4.3,,,4.3,5.0,4.0,8.0,16.0,67.0
21,7.0,,,,8000000.0,4.5,,,,5.0,3.0,4.0,9.0,79.0
22,31.0,14.99,14.99,19.99,4000000.0,4.5,,,4.5,3.0,2.0,5.0,15.0,75.0
23,1.0,23.49,23.49,49.99,10000000.0,4.4,,,4.4,5.0,3.0,6.0,15.0,71.0
24,63.0,21.84,21.84,22.99,5000000.0,4.3,,,4.3,9.0,3.0,6.0,11.0,71.0
25,4.0,129.95,129.95,,5000000.0,4.5,,,4.5,4.0,2.0,5.0,11.0,78.0
26,94.0,59.0,59.0,79.99,3000000.0,4.2,,,,9.0,4.0,8.0,12.0,67.0
27,,179.99,179.99,209.99,2000000.0,4.4,,,4.4,8.0,3.0,5.0,10.0,74.0
28,217.0,,,,1000000.0,,,,,,,,,
29,18.0,25.96,25.96,49.99,10000000.0,4.4,,,4.4,6.0,3.0,7.0,13.0,71.0
30,2.0,18.97,18.97,28.99,10000000.0,4.5,,,4.5,4.0,2.0,6.0,15.0,73.0
31,61.0,99.95,99.95,99.95,5000000.0,4.0,,,4.0,12.0,6.0,7.0,13.0,62.0
32,47.0,9.99,9.99,14.99,7000000.0,4.4,,,4.4,5.0,3.0,6.0,15.0,71.0
33,16.0,25.99,25.99,39.99,10000000.0,4.4,,,4.4,5.0,3.0,6.0,15.0,71.0
34,21.0,149.99,149.99,169.95,10000000.0,4.1,,,,12.0,5.0,8.0,12.0,63.0
35,1.0,29.99,29.99,48.99,6000000.0,4.3,,,4.3,8.0,4.0,7.0,12.0,69.0
36,72.0,,,,2000000.0,,,,,,,,,
37,121.0,96.0,96.0,104.99,1000000.0,4.5,,,4.5,4.0,3.0,6.0,13.0,74.0
38,44.0,19.99,19.99,24.99,7000000.0,4.3,,,4.3,5.0,4.0,8.0,17.0,66.0
39,9.0,29.99,29.99,55.99,10000000.0,4.3,,,4.3,6.0,4.0,8.0,17.0,65.0
40,28.0,,,,,4.5,,,4.5,5.0,2.0,4.0,14.0,75.0
41,23.0,26.99,26.99,,10000000.0,4.3,,,4.3,7.0,3.0,7.0,14.0,69.0
42,479.0,25.99,25.99,86.99,,4.5,178.0,,,,,,,
43,59.0,,,,1000000.0,,,,,,,,,
44,55.0,29.99,29.99,,6000000.0,4.0,,,4.0,11.0,6.0,8.0,15.0,60.0
45,43.0,24.99,24.99,,6000000.0,4.4,,,4.4,6.0,3.0,6.0,14.0,71.0
46,1.0,44.99,44.99,49.99,2000000.0,4.4,,,4.4,5.0,3.0,7.0,15.0,70.0
47,3.0,39.96,39.96,49.99,4000000.0,4.4,2472.0,2472.0,4.4,7.0,4.0,6.0,11.0,72.0
48,35.0,25.99,25.99,49.99,10000000.0,4.4,,,4.4,6.0,4.0,7.0,13.0,70.0
49,62.0,,,,4000000.0,,,,,,,,,
50,15.0,,,,7000000.0,4.6,,,4.6,5.0,2.0,4.0,9.0,80.0
51,106.0,44.25,44.25,69.99,3000000.0,4.3,1958.0,1958.0,4.3,6.0,4.0,7.0,14.0,69.0
52,157.0,18.99,18.99,27.99,2000000.0,4.4,2560.0,2560.0,4.4,6.0,3.0,6.0,16.0,69.0
53,23.0,15.98,15.98,19.99,5000000.0,4.6,2045.0,2045.0,4.6,3.0,1.0,3.0,12.0,81.0
54,14.0,19.99,19.99,39.99,10000000.0,4.4,,,4.4,5.0,3.0,6.0,15.0,71.0
55,18.0,18.99,18.99,19.99,5000000.0,4.4,,,,,,,,
56,39.0,,,,,4.4,1880.0,1880.0,4.4,7.0,2.0,4.0,11.0,76.0
57,32.0,,,,9000000.0,,,,,,,,,
58,41.0,24.99,24.99,36.99,3000000.0,4.6,,,4.6,3.0,1.0,4.0,13.0,79.0
59,79.0,9.98,9.98,,5000000.0,4.3,,,4.3,7.0,4.0,6.0,13.0,70.0
60,149.0,25.99,25.99,,2000000.0,4.3,,3128.0,4.3,7.0,4.0,8.0,15.0,66.0
61,280.0,,,,,4.1,,,4.1,11.0,6.0,8.0,14.0,61.0
62,60.0,71.99,71.99,79.99,6000000.0,4.3,,,4.3,7.0,4.0,7.0,15.0,67.0
63,409.0,,,,,,,,,,,,,
64,499.0,29.99,29.99,,,4.1,,,4.1,8.0,6.0,11.0,15.0,60.0
65,302.0,,,,1000000.0,,,,,,,,,
66,375.0,25.99,25.99,,1000000.0,4.3,,,4.3,7.0,4.0,6.0,14.0,69.0
67,77.0,109.95,109.95,199.95,1000000.0,4.6,,,,3.0,2.0,4.0,9.0,82.0
68,4.0,28.04,28.04,32.99,5000000.0,4.4,2117.0,2117.0,4.4,7.0,3.0,6.0,11.0,73.0
69,598.0,12.99,12.99,,200000000.0,4.0,9.0,9.0,4.0,0.0,,0.0,23.0,53.0
70,2.0,,,,1000000.0,,,,,,,,,
71,74.0,,,,,4.2,1437.0,,,,,,,
72,82.0,,,,,4.1,319.0,319.0,4.1,9.0,6.0,10.0,16.0,59.0
73,16.0,,,,,4.0,,,4.0,12.0,6.0,9.0,13.0,60.0
74,574.0,13.99,13.99,,,4.6,96.0,96.0,4.6,2.0,3.0,2.0,19.0,74.0
75,64.0,,,,,,,,,,,,,
76,46.0,,,,,4.4,,,4.4,5.0,3.0,7.0,14.0,71.0
77,94.0,79.99,79.99,,,4.3,1537.0,1537.0,4.3,8.0,3.0,5.0,12.0,72.0
78,38.0,49.99,49.99,,1000000.0,4.3,,,,,,,,
79,61.0,133.63,133.63,133.63,1000000.0,4.5,,,4.5,4.0,3.0,6.0,13.0,74.0
80,274.0,22.94,22.94,33.98,400000000.0,4.5,812.0,812.0,4.5,4.0,3.0,3.0,15.0,75.0
81,14.0,,,,,4.3,,3032.0,4.3,6.0,5.0,7.0,15.0,67.0
82,341.0,,,,,,,,,,,,,
83,245.0,,,,300000000.0,,,,,,,,,
84,29.0,16.14,16.14,25.99,9000000.0,4.4,,,4.4,6.0,4.0,6.0,13.0,71.0
85,112.0,127.14,127.14,199.99,1000000.0,4.7,,,4.7,3.0,1.0,3.0,9.0,84.0
86,225.0,38.0,38.0,39.99,1000000.0,4.2,,,4.2,8.0,4.0,9.0,14.0,65.0
87,209.0,27.97,27.97,41.99,2000000.0,4.3,,,4.3,8.0,4.0,7.0,14.0,67.0
88,19.0,25.99,25.99,39.99,2000000.0,4.5,681.0,681.0,4.5,3.0,3.0,7.0,13.0,74.0
89,240.0,16.14,16.14,26.99,,4.6,2675.0,2675.0,4.6,3.0,1.0,4.0,12.0,80.0
90,94.0,39.98,39.98,49.99,2000000.0,4.7,631.0,631.0,4.7,2.0,1.0,2.0,9.0,86.0
91,10.0,39.99,39.99,42.99,2000000.0,4.1,,,4.1,10.0,5.0,9.0,15.0,61.0
92,49.0,,,,,4.4,,,4.4,5.0,3.0,7.0,14.0,71.0
93,71.0,26.99,26.99,32.93,2000000.0,4.4,,,4.4,5.0,4.0,8.0,15.0,68.0
94,4.0,49.37,49.37,79.99,2000000.0,4.2,,,4.2,8.0,4.0,9.0,15.0,64.0
95,212.0,48.98,48.98,48.98,400000000.0,3.9,,,3.9,12.0,7.0,10.0,15.0,56.0
96,18.0,28.34,28.34,33.56,1000000.0,4.2,1698.0,1698.0,4.2,8.0,5.0,9.0,13.0,65.0
97,33.0,29.9,29.9,39.99,7000000.0,4.2,,,,,,,,
98,214.0,19.19,19.19,24.88,1000000.0,4.4,,,4.4,5.0,3.0,7.0,15.0,70.0
99,107.0,99.99,99.99,99.99,1000000.0,3.9,1375.0,1375.0,3.9,12.0,8.0,10.0,14.0,56.0
100,89.0,46.99,46.99,46.99,1000000.0,4.3,,,4.3,7.0,3.0,6.0,17.0,67.0
101,303.0,17.88,17.88,21.99,1000000.0,4.1,,,4.1,8.0,6.0,10.0,16.0,60.0
102,96.0,49.98,49.98,69.99,,4.0,,,4.0,12.0,5.0,9.0,15.0,59.0
103,253.0,39.99,39.99,,1000000.0,4.4,1559.0,1559.0,4.4,6.0,3.0,7.0,12.0,72.0
104,123.0,35.99,35.99,49.99,3000000.0,4.3,1159.0,1159.0,4.3,8.0,5.0,5.0,12.0,70.0
105,102.0,,,,2000000.0,,,,,,,,,
106,154.0,19.99,19.99,29.99,2000000.0,4.3,2650.0,2650.0,4.3,7.0,4.0,6.0,17.0,66.0
107,129.0,49.99,49.99,,2000000.0,4.3,,,4.3,5.0,4.0,9.0,17.0,65.0
108,17.0,35.94,35.94,49.99,2000000.0,4.3,,,4.3,6.0,4.0,7.0,16.0,67.0
109,577.0,29.79,29.79,,,4.0,,,4.0,10.0,6.0,11.0,14.0,59.0
110,21.0,,,,4000000.0,,,,,,,,,
111,296.0,147.08,147.08,,,4.7,,,4.7,3.0,1.0,3.0,7.0,86.0
112,68.0,,,,5000000.0,,,,,,,,,
113,176.0,99.99,99.99,,,4.5,,,4.5,4.0,3.0,5.0,13.0,75.0
114,376.0,29.99,29.99,,300000000.0,4.0,1753.0,1753.0,4.0,11.0,5.0,10.0,14.0,60.0
115,359.0,9.99,9.99,,400000000.0,4.2,139.0,139.0,4.2,10.0,4.0,9.0,10.0,67.0
116,277.0,13.5,13.5,14.91,1000000.0,4.3,,,4.3,6.0,4.0,9.0,17.0,64.0
117,73.0,39.95,39.95,64.95,6000000.0,4.2,1095.0,1095.0,4.2,8.0,5.0,6.0,16.0,65.0
118,697.0,31.09,31.09,34.99,50000000.0,4.4,,,4.4,4.0,3.0,6.0,15.0,72.0
119,507.0,,,,,,,,,,,,,
120,242.0,25.49,25.49,49.99,1000000.0,4.4,,,4.4,5.0,3.0,7.0,14.0,71.0
121,543.0,25.64,25.64,26.99,,4.1,,,4.1,9.0,5.0,10.0,16.0,60.0
122,75.0,20.04,20.04,21.1,4000000.0,4.3,,,4.3,6.0,4.0,6.0,15.0,69.0
123,51.0,,,,2000000.0,,,,,,,,,
124,117.0,129.99,129.99,,3000000.0,4.4,,,4.4,4.0,3.0,7.0,15.0,71.0
125,331.0,17.99,17.99,,1000000.0,4.1,,,4.1,9.0,4.0,9.0,16.0,62.0
126,444.0,69.99,69.99,,200000000.0,4.3,,,4.3,5.0,6.0,8.0,16.0,65.0
127,34.0,,,,400000000.0,,,,,,,,,
128,252.0,,,,1000000.0,,,,,,,,,
129,289.0,54.95,54.95,,1000000.0,4.1,,,4.1,10.0,6.0,8.0,14.0,62.0
130,,61.1,61.1,,,4.1,50.0,,,,,,,
131,11.0,16.98,16.98,25.99,2000000.0,4.4,,,4.4,6.0,3.0,7.0,12.0,72.0
132,788.0,16.99,16.99,19.88,1000000.0,4.2,,,,,,,,
133,245.0,,,,,4.2,,,4.2,7.0,5.0,8.0,13.0,67.0
134,34.0,22.99,22.99,29.99,7000000.0,4.4,,,4.4,5.0,3.0,8.0,17.0,67.0
135,257.0,62.99,62.99,79.99,1000000.0,4.3,,,,,,,,
136,296.0,24.99,24.99,27.99,1000000.0,4.3,,,,,,,,
137,425.0,89.0,89.0,,300000000.0,4.5,,,4.5,3.0,2.0,6.0,15.0,74.0
138,2036.0,44.99,44.99,44.99,50000000.0,4.2,617.0,617.0,4.2,5.0,7.0,10.0,17.0,61.0
139,78.0,49.45,49.45,129.95,200000000.0,4.2,120.0,120.0,4.2,7.0,1.0,11.0,19.0,62.0
140,390.0,25.99,25.99,,1000000.0,4.2,1789.0,1789.0,4.2,9.0,5.0,9.0,12.0,65.0
141,86.0,,,,1000000.0,,,,,,,,,
142,11.0,79.0,79.0,89.99,3000000.0,4.3,2578.0,2578.0,4.3,10.0,3.0,5.0,9.0,73.0
143,,,,,,3.9,184.0,184.0,3.9,14.0,6.0,12.0,10.0,58.0
144,36.0,109.95,109.95,,6000000.0,4.1,,,4.1,9.0,6.0,8.0,14.0,63.0
145,497.0,37.99,37.99,39.99,,4.2,,,4.2,6.0,4.0,10.0,17.0,63.0
146,170.0,14.99,14.99,26.99,,4.6,,,4.6,3.0,1.0,4.0,11.0,81.0
147,49.0,44.99,44.99,79.99,5000000.0,4.2,,,4.2,7.0,5.0,8.0,16.0,64.0
148,244.0,14.99,14.99,15.99,200000000.0,4.5,,,4.5,4.0,2.0,6.0,13.0,75.0
149,1499.0,33.56,33.56,,100000000.0,3.8,1136.0,1136.0,3.8,12.0,8.0,12.0,16.0,52.0
150,93.0,32.99,32.99,32.99,,4.4,1467.0,,,,,,,
151,279.0,13.99,13.99,19.99,1000000.0,4.3,441.0,441.0,4.3,8.0,2.0,5.0,16.0,69.0
152,466.0,,,,200000000.0,,,,,,,,,
153,74.0,49.99,49.99,,1000000.0,3.9,1817.0,1817.0,3.9,13.0,8.0,10.0,14.0,55.0
154,,,,,,4.4,183.0,183.0,4.4,6.0,3.0,5.0,13.0,73.0
155,1362.0,69.99,69.99,89.99,,4.4,2545.0,2545.0,4.4,6.0,3.0,6.0,14.0,71.0
156,755.0,12.99,12.99,,100000000.0,4.3,41.0,41.0,4.3,7.0,4.0,6.0,14.0,69.0
157,578.0,21.89,21.89,,200000000.0,4.3,2289.0,2289.0,4.3,7.0,3.0,7.0,15.0,68.0
158,253.0,27.99,27.99,56.98,,4.3,1905.0,1905.0,4.3,7.0,4.0,8.0,13.0,68.0
159,246.0,18.9,18.9,29.0,,4.5,,,4.5,4.0,2.0,7.0,12.0,75.0
160,52.0,,,,,,,,,,,,,
161,,30.98,30.98,,50000000.0,4.1,,,4.1,9.0,7.0,11.0,14.0,59.0
162,162.0,,,,,,,,,,,,,
163,479.0,,,,300000000.0,,,,,,,,,
164,62.0,15.99,15.99,,1000000.0,4.4,,,4.4,6.0,3.0,6.0,14.0,71.0
165,93.0,49.99,49.99,69.99,2000000.0,4.3,100.0,100.0,4.3,6.0,4.0,10.0,11.0,69.0
166,156.0,29.99,29.99,34.99,2000000.0,4.1,,,4.1,9.0,5.0,8.0,16.0,62.0
167,99.0,24.39,24.39,,,4.1,,,4.1,10.0,5.0,8.0,15.0,62.0
168,1839.0,24.65,24.65,,100000000.0,3.7,896.0,896.0,3.7,19.0,8.0,10.0,11.0,52.0
169,159.0,11.99,11.99,19.99,3000000.0,4.4,1236.0,1236.0,4.4,5.0,2.0,8.0,13.0,72.0
170,459.0,22.99,22.99,31.99,,4.0,,,4.0,10.0,6.0,11.0,15.0,58.0
171,445.0,12.99,12.99,57.95,,4.0,36.0,36.0,4.0,13.0,5.0,3.0,22.0,57.0
172,266.0,16.99,16.99,21.99,1000000.0,4.3,,,4.3,7.0,4.0,8.0,16.0,65.0
173,58.0,49.99,49.99,79.99,1000000.0,4.8,165.0,165.0,4.8,1.0,2.0,0.0,3.0,94.0
174,183.0,59.99,59.99,,,4.3,2006.0,2006.0,4.3,7.0,5.0,8.0,13.0,67.0
175,394.0,19.99,19.99,,400000000.0,4.2,2582.0,2582.0,4.2,7.0,6.0,10.0,15.0,62.0
176,231.0,,,,1000000.0,,,,,,,,,
177,68.0,16.99,16.99,19.99,1000000.0,4.4,,,4.4,4.0,4.0,7.0,14.0,71.0
178,269.0,29.99,29.99,,200000000.0,4.2,531.0,531.0,4.2,7.0,5.0,9.0,13.0,66.0
179,1647.0,39.99,39.99,49.99,50000000.0,4.4,385.0,385.0,4.4,4.0,6.0,6.0,15.0,69.0
180,37.0,29.99,29.99,49.98,200000000.0,4.5,,,4.5,4.0,3.0,5.0,17.0,71.0
181,761.0,69.97,69.97,,400000000.0,4.1,,,4.1,9.0,6.0,8.0,17.0,60.0
182,315.0,29.99,29.99,29.99,1000000.0,3.9,,,3.9,13.0,7.0,11.0,11.0,58.0
183,77.0,16.99,16.99,,1000000.0,4.4,2452.0,2452.0,4.4,5.0,2.0,6.0,14.0,73.0
184,589.0,15.99,15.99,,,4.1,128.0,128.0,4.1,6.0,4.0,17.0,16.0,57.0
185,600.0,,,,,4.4,,,4.4,5.0,3.0,7.0,16.0,69.0
186,2156.0,,,,,,,,,,,,,
187,58.0,28.99,28.99,36.99,1000000.0,4.7,,,4.7,2.0,1.0,3.0,10.0,84.0
188,65.0,16.99,16.99,24.99,5000000.0,4.3,,,4.3,7.0,4.0,7.0,15.0,67.0
189,193.0,25.37,25.37,25.37,400000000.0,4.1,1231.0,1231.0,4.1,10.0,5.0,9.0,16.0,60.0
190,1325.0,16.99,16.99,28.99,100000000.0,4.3,681.0,681.0,4.3,8.0,4.0,5.0,14.0,69.0
191,1218.0,24.96,24.96,,200000000.0,4.1,,,4.1,9.0,5.0,11.0,17.0,58.0
192,1065.0,18.99,18.99,24.99,300000000.0,4.4,1162.0,1162.0,4.4,3.0,3.0,8.0,15.0,71.0
193,8.0,,,,9000000.0,,,,,,,,,
194,280.0,19.99,19.99,,1000000.0,4.2,1627.0,1627.0,4.2,8.0,5.0,7.0,13.0,67.0
195,744.0,39.99,39.99,79.99,100000000.0,4.1,96.0,,,11.0,2.0,9.0,16.0,62.0
196,205.0,,,,1000000.0,,,,,,,,,
197,6.0,17.99,17.99,,200000000.0,4.1,,,,,,,,
198,1344.0,49.99,49.99,,50000000.0,4.4,338.0,,,,,,,
199,283.0,26.99,26.99,32.99,100000000.0,3.9,1200.0,1200.0,3.9,9.0,8.0,13.0,19.0,51.0
200,584.0,27.99,27.99,29.99,,3.9,2541.0,2541.0,3.9,12.0,7.0,9.0,16.0,56.0
201,745.0,35.98,35.98,37.99,400000000.0,4.0,861.0,861.0,4.0,11.0,6.0,10.0,15.0,58.0
202,349.0,25.99,25.99,25.99,50000000.0,4.2,1235.0,1235.0,4.2,10.0,3.0,8.0,13.0,66.0
203,318.0,11.99,11.99,12.99,1000000.0,4.1,,,4.1,10.0,5.0,8.0,13.0,64.0
204,490.0,23.99,23.99,,200000000.0,4.4,,,4.4,4.0,3.0,8.0,16.0,69.0
205,2171.0,,,,,4.0,,,4.0,12.0,5.0,10.0,14.0,59.0
206,561.0,14.98,14.98,25.99,,4.3,,,4.3,7.0,4.0,8.0,16.0,65.0
207,1052.0,30.14,30.14,39.99,50000000.0,4.3,,,4.3,6.0,4.0,7.0,16.0,67.0
208,317.0,89.97,89.97,129.97,,4.4,140.0,140.0,4.4,4.0,3.0,7.0,18.0,68.0
209,623.0,15.99,15.99,19.99,200000000.0,4.4,1020.0,1020.0,4.4,6.0,2.0,5.0,14.0,73.0
210,311.0,19.99,19.99,29.99,1000000.0,4.4,1431.0,1431.0,4.4,4.0,4.0,8.0,14.0,70.0
211,153.0,,,,,4.5,43.0,43.0,4.5,5.0,0.0,6.0,16.0,73.0
212,2175.0,29.99,29.99,,100000000.0,3.5,2365.0,2365.0,3.5,18.0,,14.0,13.0,43.0
213,1269.0,25.81,25.81,34.95,50000000.0,4.2,477.0,477.0,4.2,6.0,5.0,8.0,20.0,61.0
214,1832.0,,,,,4.2,,,4.2,7.0,4.0,9.0,17.0,63.0
215,60.0,,,,,4.1,31.0,31.0,4.1,11.0,,0.0,9.0,68.0
216,1266.0,5.89,5.89,,50000000.0,3.7,25.0,25.0,3.7,14.0,7.0,,10.0,51.0
217,487.0,,,,300000000.0,,,,,,,,,
218,929.0,19.99,19.99,,200000000.0,4.5,1949.0,1949.0,4.5,6.0,2.0,5.0,11.0,76.0
219,263.0,,,,1000000.0,,,,,,,,,
220,162.0,,,,3000000.0,,,,,,,,,
221,1670.0,13.99,13.99,,100000000.0,4.3,,,4.3,6.0,4.0,8.0,13.0,69.0
222,783.0,12.99,12.99,,,3.5,2621.0,2621.0,3.5,21.0,10.0,11.0,13.0,45.0
223,2044.0,,,,100000000.0,4.1,182.0,,,,,,,
224,324.0,,,,100000000.0,,,,,,,,,
225,398.0,8.49,8.49,9.99,1000000.0,4.3,878.0,878.0,4.3,5.0,4.0,7.0,18.0,66.0
226,150.0,47.99,47.99,79.99,2000000.0,4.3,,,4.3,6.0,5.0,7.0,15.0,67.0
227,1652.0,7.9,7.9,8.5,100000000.0,4.3,24.0,24.0,4.3,18.0,0.0,0.0,0.0,82.0
228,309.0,16.99,16.99,,100000000.0,4.5,,,4.5,3.0,2.0,5.0,14.0,76.0
229,990.0,15.99,15.99,16.99,100000000.0,4.4,1002.0,1002.0,4.4,5.0,2.0,6.0,15.0,72.0
230,1239.0,7.49,7.49,8.99,200000000.0,3.8,43.0,43.0,3.8,10.0,9.0,17.0,15.0,49.0
231,,29.99,29.99,,,3.6,461.0,461.0,3.6,16.0,,11.0,17.0,44.0
232,2225.0,7.9,7.9,,50000000.0,3.4,16.0,16.0,3.4,15.0,,,9.0,39.0
233,,5.21,5.21,,50000000.0,3.8,276.0,276.0,3.8,11.0,9.0,15.0,21.0,44.0
234,1550.0,19.99,19.99,,100000000.0,4.4,,,4.4,5.0,3.0,7.0,16.0,69.0
235,1.0,,,,6000000.0,,,,,,,,,
236,2055.0,,,,,4.4,157.0,157.0,4.4,6.0,3.0,6.0,13.0,72.0
237,985.0,14.99,14.99,19.99,200000000.0,4.2,,,4.2,6.0,4.0,10.0,17.0,63.0
238,1.0,34.97,34.97,39.99,10000000.0,4.3,,,,,,,,
239,35.0,39.99,39.99,139.99,1000000.0,4.6,217.0,217.0,4.6,6.0,3.0,3.0,2.0,86.0
240,,13.99,13.99,,,,51.0,51.0,,,,10.0,8.0,43.0
241,906.0,21.99,21.99,32.99,200000000.0,4.5,2473.0,2473.0,4.5,4.0,2.0,6.0,15.0,73.0
242,865.0,,,,,4.7,1783.0,,,3.0,1.0,3.0,7.0,86.0
243,232.0,18.89,18.89,20.99,,4.4,1068.0,1068.0,4.4,5.0,3.0,6.0,15.0,71.0
244,14.0,20.45,20.45,31.97,1000000.0,4.2,1497.0,1497.0,4.2,8.0,5.0,10.0,13.0,64.0
245,354.0,25.1,25.1,38.99,,4.1,,,4.1,10.0,5.0,9.0,17.0,59.0
246,271.0,,,,,,,,,,,,,
247,37.0,13.65,13.65,,,3.6,257.0,257.0,3.6,19.0,7.0,15.0,9.0,50.0
248,2238.0,19.54,19.54,22.99,50000000.0,4.3,,,4.3,7.0,3.0,7.0,16.0,67.0
249,12.0,24.99,24.99,38.99,1000000.0,4.4,1435.0,1435.0,4.4,5.0,3.0,7.0,11.0,74.0
250,238.0,28.47,28.47,49.99,,4.6,334.0,334.0,4.6,4.0,0.0,5.0,11.0,80.0
251,554.0,29.99,29.99,,,4.0,,,,,,,,
252,98.0,22.99,22.99,29.99,1000000.0,4.4,,,4.4,4.0,3.0,7.0,15.0,71.0
253,2517.0,16.99,16.99,,50000000.0,4.4,,,,,,,,
254,1546.0,9.99,9.99,,200000000.0,4.4,,,4.4,6.0,2.0,7.0,14.0,71.0
255,1264.0,6.95,6.95,9.95,200000000.0,3.6,191.0,191.0,3.6,19.0,6.0,12.0,16.0,47.0
256,940.0,19.99,19.99,,200000000.0,4.4,144.0,144.0,4.4,7.0,2.0,3.0,16.0,72.0
257,126.0,109.95,109.95,,,4.5,1067.0,1067.0,4.5,4.0,3.0,6.0,10.0,77.0
258,690.0,,,,300000000.0,,,,,,,,,
259,7.0,179.95,179.95,,4000000.0,4.5,2039.0,2039.0,4.5,4.0,2.0,5.0,10.0,79.0
260,2121.0,,,,,,,,,,,,,
261,3.0,49.98,49.98,59.98,8000000.0,4.8,2768.0,2768.0,4.8,2.0,1.0,2.0,3.0,92.0
262,81.0,,,,,3.9,,,3.9,14.0,7.0,8.0,12.0,59.0
263,145.0,,,,2000000.0,,,,,,,,,
264,804.0,19.99,19.99,76.99,,4.2,38.0,38.0,4.2,19.0,0.0,0.0,6.0,75.0
265,,,,,,4.0,1872.0,1872.0,4.0,13.0,6.0,7.0,13.0,61.0
266,720.0,9.99,9.99,14.99,,4.2,353.0,353.0,4.2,8.0,5.0,8.0,14.0,65.0
267,2134.0,19.99,19.99,,50000000.0,4.3,,,4.3,6.0,5.0,9.0,13.0,67.0
268,102.0,29.99,29.99,169.99,,4.6,48.0,48.0,4.6,3.0,0.0,8.0,11.0,78.0
269,205.0,16.99,16.99,19.99,,4.5,413.0,413.0,4.5,4.0,3.0,7.0,13.0,73.0
270,83.0,12.99,12.99,19.98,,4.4,239.0,239.0,4.4,3.0,4.0,6.0,16.0,71.0
271,983.0,13.7,13.7,14.43,300000000.0,4.0,1360.0,1360.0,4.0,12.0,7.0,9.0,14.0,58.0
272,106.0,24.99,24.99,29.99,1000000.0,4.6,,,4.6,3.0,2.0,6.0,10.0,79.0
273,322.0,35.99,35.99,45.99,1000000.0,4.2,,,4.2,7.0,4.0,8.0,16.0,65.0
274,1083.0,49.99,49.99,49.99,400000000.0,4.3,984.0,984.0,4.3,7.0,4.0,8.0,13.0,68.0
275,286.0,19.99,19.99,39.99,300000000.0,4.5,,,4.5,2.0,3.0,7.0,15.0,73.0
276,170.0,22.99,22.99,,1000000.0,4.3,1306.0,1306.0,4.3,6.0,5.0,6.0,17.0,66.0
277,20.0,17.99,17.99,29.99,,4.2,,,4.2,8.0,5.0,9.0,14.0,64.0
278,1269.0,,,,200000000.0,,,,,,,,,
279,569.0,47.49,47.49,65.99,,4.3,,,4.3,5.0,4.0,8.0,18.0,65.0
280,262.0,20.99,20.99,29.99,400000000.0,4.4,,,4.4,5.0,3.0,7.0,14.0,71.0
281,477.0,,,,,4.5,238.0,238.0,4.5,4.0,2.0,6.0,11.0,77.0
282,39.0,39.99,39.99,,400000000.0,4.2,,,4.2,8.0,5.0,9.0,15.0,63.0
283,536.0,19.99,19.99,,1000000.0,4.2,383.0,383.0,4.2,10.0,3.0,7.0,11.0,69.0
284,69.0,24.97,24.97,49.99,6000000.0,4.3,,,4.3,6.0,4.0,7.0,18.0,65.0
285,1536.0,39.99,39.99,49.99,50000000.0,4.6,1323.0,1323.0,4.6,2.0,0.0,6.0,13.0,79.0
286,470.0,,,,200000000.0,,,,,,,,,
287,1512.0,14.99,14.99,,100000000.0,4.2,1806.0,1806.0,4.2,7.0,4.0,8.0,16.0,65.0
