,bsr_best,sd_price,sd_list_price,sd_previous_price,sd_number_bought_past_month,sd_average_rating,sd_total_reviews,sd_ratings_count,sd_stars,sd_rating_pct_1,sd_rating_pct_2,sd_rating_pct_3,sd_rating_pct_4,sd_rating_pct_5
13949,44.0,,,,,4.5,7.0,7.0,4.5,0.0,,0.0,0.0,85.0
13950,,199.99,199.99,,,5.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,100.0
13951,694.0,13.98,13.98,,,4.6,44.0,44.0,4.6,3.0,0.0,5.0,16.0,76.0
13952,1249.0,,,,,4.4,13.0,13.0,4.4,13.0,0.0,0.0,0.0,87.0
13953,16.0,,,,,3.8,5.0,5.0,3.8,,0.0,0.0,0.0,70.0
13955,,,,,,4.1,2906.0,,,,,,,
13956,196.0,44.97,44.97,,,4.2,413.0,413.0,4.2,11.0,5.0,6.0,12.0,66.0
13957,133.0,12.99,12.99,,200000000.0,4.2,137.0,137.0,4.2,7.0,8.0,8.0,13.0,64.0
13958,614.0,18.64,18.64,,,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,100.0
13959,199.0,19.99,19.99,21.99,,4.6,28.0,28.0,4.6,0.0,0.0,12.0,20.0,68.0
13960,323.0,,,,200000000.0,,,,,,,,,
13961,120.0,29.0,29.0,29.0,,4.2,602.0,,,,,,,
13962,218.0,13.99,13.99,22.99,,4.3,1498.0,,,,,,,
13963,361.0,19.8,19.8,,,3.9,5.0,5.0,3.9,,0.0,0.0,23.0,55.0
13964,452.0,26.99,26.99,,,4.9,27.0,27.0,4.9,0.0,0.0,6.0,0.0,94.0
13965,,14.64,14.64,15.42,,4.6,7.0,7.0,4.6,0.0,0.0,,0.0,81.0
13967,293.0,,,,50000000.0,,,,,,,,,
13968,186.0,20.99,20.99,29.99,50000000.0,,36.0,36.0,,,10.0,10.0,6.0,38.0
13969,1022.0,5.88,5.88,,,3.7,14.0,,,,,,,
13970,481.0,19.99,19.99,28.99,,3.7,26.0,26.0,3.7,17.0,10.0,6.0,18.0,49.0
13972,525.0,89.99,89.99,,200000000.0,4.4,129.0,129.0,4.4,4.0,3.0,8.0,19.0,66.0
13973,,,,,,3.6,11.0,11.0,3.6,17.0,,9.0,12.0,49.0
13974,494.0,15.99,15.99,,200000000.0,4.6,137.0,,,,,,,
13975,,,,,,4.2,15.0,15.0,4.2,0.0,4.0,16.0,,46.0
13976,742.0,45.99,45.99,,,,,,,0.0,0.0,0.0,0.0,
13977,222.0,9.4,9.4,11.99,,4.4,344.0,,,,,,,
13979,,7.38,7.38,,,,,,,0.0,0.0,0.0,0.0,
13980,,49.95,49.95,,,3.7,4.0,4.0,3.7,,0.0,0.0,0.0,67.0
13981,128.0,,,,100000000.0,,,,,,,,,
13982,175.0,14.99,14.99,,300000000.0,4.4,307.0,307.0,4.4,5.0,4.0,5.0,12.0,74.0
13983,,9.99,9.99,16.99,,4.1,53.0,53.0,4.1,7.0,5.0,12.0,25.0,51.0
13984,1003.0,89.99,89.99,,,3.8,22.0,,,,,,,
13985,687.0,14.99,14.99,16.99,,4.5,114.0,,,,,,,
13986,125.0,,,,50000000.0,3.9,32.0,,,,,,,
13987,69.0,,,,,4.5,505.0,505.0,4.5,6.0,3.0,3.0,11.0,77.0
13988,308.0,54.99,54.99,,,4.4,10.0,10.0,4.4,0.0,0.0,,13.0,61.0
13989,1032.0,,,,,5.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,100.0
13990,89.0,,,,300000000.0,4.4,925.0,925.0,4.4,8.0,2.0,4.0,10.0,76.0
13991,1690.0,9.99,9.99,19.9,50000000.0,4.7,22.0,22.0,4.7,0.0,0.0,7.0,16.0,77.0
13992,,199.99,199.99,,,,3.0,3.0,,,0.0,0.0,0.0,49.0
13993,,134.93,134.93,,,5.0,1.0,,,,,,,
13994,352.0,9.49,9.49,9.99,,4.1,6.0,6.0,4.1,,0.0,0.0,0.0,77.0
13995,1013.0,169.99,169.99,179.99,100000000.0,4.4,,,4.4,6.0,2.0,5.0,13.0,74.0
13996,1360.0,19.99,19.99,,,,9.0,9.0,,20.0,,13.0,20.0,32.0
13997,,79.99,79.99,,,3.8,201.0,201.0,3.8,12.0,7.0,16.0,13.0,52.0
13998,136.0,165.0,165.0,,,3.5,17.0,,,,,,,
13999,1037.0,40.99,40.99,42.99,,4.4,33.0,33.0,4.4,9.0,0.0,0.0,18.0,73.0
14000,981.0,15.98,15.98,19.99,,4.0,98.0,98.0,4.0,6.0,5.0,11.0,,48.0
14001,2332.0,139.97,139.97,159.97,,4.2,159.0,159.0,4.2,9.0,4.0,9.0,17.0,61.0
14002,253.0,90.99,90.99,99.95,,,,,,0.0,0.0,0.0,0.0,
14003,,,,,,3.7,71.0,71.0,3.7,20.0,6.0,12.0,6.0,56.0
14004,,12.99,12.99,,,5.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,100.0
14005,1496.0,26.99,26.99,29.99,,4.3,2684.0,2684.0,4.3,6.0,4.0,9.0,10.0,71.0
14007,,44.15,44.15,,,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,100.0
14009,541.0,,,,,4.2,28.0,28.0,4.2,7.0,0.0,,11.0,64.0
14010,59.0,129.99,129.99,,,5.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,100.0
14011,220.0,,,249.99,,4.6,56.0,56.0,4.6,2.0,0.0,7.0,15.0,76.0
14012,,39.99,39.99,,,,2.0,2.0,,,0.0,0.0,0.0,55.0
14013,143.0,35.99,35.99,42.99,,4.4,192.0,192.0,4.4,5.0,2.0,8.0,10.0,75.0
14015,155.0,,,,,4.2,68.0,,,,,,,
14016,,128.0,128.0,,,,,,,0.0,0.0,0.0,0.0,
14017,1180.0,,,,,4.2,12.0,12.0,4.2,19.0,0.0,0.0,0.0,81.0
14018,823.0,,,,,4.3,609.0,609.0,4.3,9.0,3.0,5.0,15.0,68.0
14019,22.0,23.99,23.99,,,4.4,,,4.4,5.0,2.0,6.0,14.0,73.0
14020,1976.0,199.0,199.0,,,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,100.0
14021,,,,,,3.6,25.0,25.0,3.6,13.0,10.0,9.0,,33.0
14022,158.0,47.9,47.9,,100000000.0,4.2,99.0,99.0,4.2,7.0,3.0,6.0,25.0,59.0
14024,28.0,14.99,14.99,,,4.6,23.0,,,,,,,
14025,218.0,,,,50000000.0,,,,,,,,,
14026,202.0,,,,50000000.0,,,,,,,,,
14027,,,,,,3.5,3.0,3.0,3.5,0.0,0.0,,0.0,
14028,389.0,75.99,75.99,79.99,,4.2,5.0,5.0,4.2,0.0,,0.0,0.0,72.0
14029,257.0,39.89,39.89,41.99,,5.0,1.0,,,0.0,0.0,0.0,0.0,100.0
14031,364.0,,,,200000000.0,,,,,,,,,
14032,306.0,,,,,4.1,60.0,60.0,4.1,10.0,7.0,9.0,12.0,62.0
14033,43.0,,,,,4.1,27.0,27.0,4.1,18.0,0.0,3.0,6.0,73.0
14034,66.0,75.99,75.99,,,3.9,285.0,285.0,3.9,15.0,4.0,11.0,8.0,62.0
14035,185.0,39.59,39.59,59.99,,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,100.0
14036,231.0,129.99,129.99,,50000000.0,4.1,155.0,155.0,4.1,13.0,3.0,4.0,17.0,63.0
14037,,199.98,199.98,,,,,,,0.0,0.0,0.0,0.0,
14038,642.0,16.99,16.99,26.97,,3.8,26.0,26.0,3.8,0.0,,,18.0,41.0
14039,278.0,49.99,49.99,65.99,50000000.0,4.3,784.0,,,,,,,
14041,308.0,,,,,4.1,20.0,20.0,4.1,8.0,7.0,0.0,,56.0
14042,239.0,39.99,39.99,49.99,,3.8,10.0,10.0,3.8,16.0,0.0,17.0,17.0,50.0
14043,341.0,,,,,3.4,27.0,27.0,3.4,17.0,9.0,,23.0,33.0
14044,1845.0,19.99,19.99,,,4.2,531.0,531.0,4.2,7.0,5.0,9.0,18.0,61.0
14045,204.0,29.59,29.59,,,4.0,40.0,40.0,4.0,13.0,4.0,10.0,13.0,60.0
14046,1572.0,,,,,3.6,11.0,,,,,,,
14047,672.0,31.99,31.99,,,4.0,207.0,207.0,4.0,8.0,5.0,17.0,15.0,55.0
14048,424.0,25.99,25.99,,,4.2,30.0,30.0,4.2,5.0,5.0,5.0,,52.0
14049,117.0,32.46,32.46,,,4.1,26.0,26.0,4.1,5.0,5.0,10.0,,47.0
14050,314.0,,,,,4.8,11.0,11.0,4.8,0.0,0.0,0.0,17.0,83.0
14051,593.0,,,,,,,,,,,,,
14052,,17.75,17.75,17.75,,,18.0,18.0,,,9.0,16.0,9.0,40.0
14053,80.0,152.1,152.1,,,3.8,73.0,73.0,3.8,21.0,4.0,8.0,10.0,57.0
14054,,18.99,18.99,,,4.6,464.0,464.0,4.6,3.0,3.0,4.0,13.0,77.0
14055,,160.99,160.99,169.99,,,,,,0.0,0.0,0.0,0.0,
14056,453.0,29.99,29.99,35.99,,3.7,84.0,84.0,3.7,17.0,9.0,10.0,16.0,48.0
14058,485.0,,,,,4.1,545.0,545.0,4.1,8.0,6.0,10.0,17.0,59.0
14059,500.0,32.99,32.99,,,,3.0,,,,0.0,0.0,0.0,50.0
14060,316.0,,,,,4.2,235.0,235.0,4.2,,,,,
14061,50.0,99.99,99.99,,,4.4,488.0,488.0,4.4,5.0,3.0,8.0,11.0,73.0
14063,56.0,24.99,24.99,,,4.2,58.0,58.0,4.2,4.0,4.0,13.0,22.0,57.0
14064,123.0,35.98,35.98,59.98,,4.3,,,4.3,8.0,3.0,7.0,12.0,70.0
14065,1661.0,6.29,6.29,,,3.6,13.0,,,21.0,,0.0,19.0,47.0
14066,443.0,16.99,16.99,,,4.5,209.0,209.0,4.5,3.0,1.0,9.0,13.0,74.0
14067,219.0,19.99,19.99,,,4.2,2896.0,2896.0,4.2,8.0,4.0,9.0,20.0,59.0
14068,217.0,,,,,4.2,141.0,141.0,4.2,6.0,7.0,10.0,14.0,63.0
14069,335.0,29.99,29.99,,,4.5,94.0,94.0,4.5,5.0,0.0,6.0,14.0,75.0
14070,414.0,12.99,12.99,15.99,,3.4,7.0,7.0,3.4,,0.0,0.0,,31.0
14071,88.0,22.99,22.99,,1000000.0,4.4,1124.0,1124.0,4.4,5.0,4.0,9.0,10.0,72.0
14072,270.0,37.81,37.81,59.99,,3.8,64.0,64.0,3.8,18.0,9.0,4.0,10.0,59.0
14073,,9.99,9.99,,,4.0,1.0,1.0,4.0,0.0,0.0,0.0,,
14074,592.0,,,,,,,,,,,,,
14075,1046.0,119.99,119.99,,,4.8,17.0,,,,,,,
14076,196.0,7.35,7.35,,,,,,,0.0,0.0,0.0,0.0,
14077,,9.79,9.79,,,4.6,186.0,186.0,4.6,1.0,2.0,6.0,15.0,76.0
14078,,10.99,10.99,,,4.7,23.0,,,,,,,
14079,10.0,,,,200000000.0,4.6,589.0,589.0,4.6,4.0,2.0,5.0,10.0,79.0
14080,901.0,24.99,24.99,29.99,,3.4,4.0,4.0,3.4,0.0,,,0.0,34.0
14081,114.0,20.99,20.99,21.99,100000000.0,4.6,101.0,101.0,4.6,4.0,0.0,4.0,13.0,79.0
14082,367.0,87.99,87.99,,50000000.0,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,100.0
14083,490.0,,,,,4.2,54.0,54.0,4.2,12.0,3.0,5.0,12.0,68.0
14084,116.0,72.19,72.19,75.99,,4.6,532.0,,,,,,,
14085,364.0,119.0,119.0,,,3.7,67.0,67.0,3.7,16.0,5.0,,12.0,48.0
14086,,,,,,4.0,,,4.0,10.0,5.0,10.0,16.0,59.0
14087,,56.73,56.73,59.99,,4.3,95.0,,,,,,,
14088,184.0,17.97,17.97,,,3.9,15.0,15.0,3.9,0.0,,17.0,,39.0
14089,1950.0,50.99,50.99,59.99,,4.0,2294.0,2294.0,4.0,10.0,7.0,11.0,13.0,59.0
14090,67.0,,,,,4.4,76.0,76.0,4.4,5.0,7.0,3.0,8.0,77.0
14091,523.0,,,,,4.3,2113.0,,,,,,,
14092,2010.0,119.99,119.99,,,4.2,875.0,875.0,4.2,12.0,2.0,5.0,10.0,71.0
14093,815.0,89.99,89.99,119.99,,4.2,70.0,70.0,4.2,12.0,6.0,5.0,6.0,71.0
14094,349.0,,,,,4.5,186.0,,,,,,,
14097,78.0,159.0,159.0,199.0,,3.7,63.0,63.0,3.7,19.0,8.0,10.0,7.0,56.0
14098,1247.0,,,,50000000.0,,,,,,,,,
14099,217.0,46.99,46.99,50.79,100000000.0,4.0,,,4.0,11.0,5.0,10.0,14.0,60.0
14100,448.0,37.99,37.99,39.99,,3.7,9.0,,,,,,,
14101,,12.99,12.99,,,3.7,36.0,36.0,3.7,19.0,5.0,14.0,10.0,52.0
14102,,18.99,18.99,,,4.1,25.0,25.0,4.1,16.0,0.0,9.0,9.0,66.0
14103,933.0,49.99,49.99,,50000000.0,4.2,437.0,437.0,4.2,11.0,5.0,6.0,10.0,68.0
14104,199.0,11.99,11.99,,,4.4,987.0,987.0,4.4,4.0,4.0,8.0,15.0,69.0
14105,1259.0,89.99,89.99,,,3.6,2.0,2.0,3.6,0.0,,0.0,0.0,55.0
14106,1202.0,,,,50000000.0,,,,,,,,,
14107,2028.0,,,,,5.0,2.0,,,,,,,
14108,283.0,113.97,113.97,119.97,,4.3,228.0,228.0,4.3,9.0,5.0,3.0,12.0,71.0
14109,324.0,19.99,19.99,,,3.8,19.0,,,,,,,
14110,1049.0,,,,,,1.0,1.0,,0.0,,0.0,0.0,
14112,2446.0,,,,,4.2,1094.0,1094.0,4.2,11.0,2.0,9.0,11.0,67.0
14113,142.0,39.99,39.99,59.99,,4.5,,,4.5,4.0,2.0,6.0,13.0,75.0
14114,,,,,,4.1,1283.0,1283.0,4.1,15.0,6.0,4.0,6.0,69.0
14115,610.0,190.31,190.31,250.0,100000000.0,4.3,,,4.3,8.0,4.0,7.0,10.0,71.0
14116,,29.99,29.99,,,4.8,18.0,18.0,4.8,0.0,0.0,0.0,16.0,84.0
14117,1084.0,69.99,69.99,,,3.8,,,3.8,13.0,6.0,10.0,22.0,49.0
14118,1457.0,,,,,4.3,520.0,,,,,,,
14119,155.0,39.99,39.99,,,4.0,298.0,298.0,4.0,14.0,5.0,9.0,9.0,63.0
14120,446.0,59.99,59.99,69.99,,3.8,64.0,64.0,3.8,14.0,,9.0,14.0,51.0
14121,,,,,,3.4,48.0,48.0,3.4,20.0,,14.0,12.0,42.0
14122,234.0,79.99,79.99,109.99,300000000.0,4.7,,,4.7,2.0,1.0,3.0,11.0,83.0
14123,110.0,149.99,149.99,149.99,300000000.0,4.3,133.0,133.0,4.3,9.0,4.0,3.0,15.0,69.0
14124,661.0,8.99,8.99,,,4.6,77.0,,,,,,,
14125,152.0,127.48,127.48,194.99,100000000.0,4.3,211.0,211.0,4.3,6.0,5.0,6.0,19.0,64.0
14126,298.0,,,,50000000.0,,,,,,,,,
14127,869.0,48.59,48.59,,,3.8,88.0,88.0,3.8,12.0,9.0,12.0,20.0,47.0
14128,954.0,9.49,9.49,18.99,,,9.0,9.0,,,,0.0,20.0,33.0
14129,527.0,,,,,4.4,32.0,32.0,4.4,11.0,0.0,0.0,18.0,71.0
14130,460.0,,,,200000000.0,4.6,560.0,560.0,4.6,3.0,2.0,2.0,9.0,84.0
14131,616.0,62.99,62.99,,,,11.0,,,,,,,
14132,284.0,79.99,79.99,,,4.3,167.0,167.0,4.3,7.0,3.0,6.0,17.0,67.0
14133,2024.0,42.88,42.88,,,,,,,0.0,0.0,0.0,0.0,
14134,235.0,123.99,123.99,,400000000.0,4.7,,,4.7,3.0,1.0,3.0,7.0,86.0
14135,160.0,,,,300000000.0,,,,,,,,,
14136,,12.99,12.99,,,4.7,215.0,215.0,4.7,2.0,0.0,5.0,10.0,83.0
14137,311.0,169.99,169.99,,,4.0,198.0,198.0,4.0,12.0,7.0,8.0,17.0,56.0
14138,186.0,,,,100000000.0,4.0,58.0,58.0,4.0,13.0,6.0,5.0,14.0,62.0
14139,245.0,119.9,119.9,,100000000.0,4.2,2436.0,2436.0,4.2,11.0,3.0,7.0,13.0,66.0
14140,20.0,,,,50000000.0,4.3,114.0,114.0,4.3,6.0,2.0,7.0,19.0,66.0
14141,,17.79,17.79,,,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,100.0
14142,797.0,36.9,36.9,36.9,100000000.0,4.3,197.0,,,,,,,
14143,,28.79,28.79,,,3.8,60.0,60.0,3.8,11.0,10.0,12.0,20.0,47.0
14144,2265.0,99.99,99.99,129.99,,4.2,180.0,180.0,4.2,6.0,5.0,8.0,17.0,64.0
14146,241.0,33.99,33.99,39.99,,4.0,118.0,118.0,4.0,9.0,3.0,16.0,15.0,57.0
14147,465.0,139.99,139.99,189.99,200000000.0,4.6,109.0,109.0,4.6,4.0,2.0,4.0,6.0,84.0
14148,1349.0,19.99,19.99,29.99,,3.8,12.0,,,,,,,
14150,395.0,,,,,4.7,419.0,419.0,4.7,1.0,1.0,6.0,11.0,81.0
14151,271.0,,,,,4.4,65.0,,,,,,,
14152,586.0,48.99,48.99,,,3.9,13.0,,,0.0,10.0,,,36.0
14153,,11.58,11.58,,,,,,,0.0,0.0,0.0,0.0,
14154,469.0,22.96,22.96,27.99,,3.8,32.0,32.0,3.8,8.0,7.0,,18.0,44.0
14155,629.0,26.99,26.99,,,3.7,28.0,28.0,3.7,11.0,,7.0,24.0,43.0
14156,1547.0,14.23,14.23,14.99,,,16.0,16.0,,,0.0,,15.0,35.0
14157,,,,,,4.3,153.0,,,,,,,
14158,139.0,48.99,48.99,,,4.7,137.0,137.0,4.7,3.0,0.0,4.0,12.0,81.0
14159,,,,,,4.5,59.0,,,,,,,
14160,,16.9,16.9,,,4.5,86.0,86.0,4.5,8.0,0.0,2.0,9.0,81.0
14161,127.0,17.49,17.49,34.99,,4.0,58.0,58.0,4.0,0.0,8.0,,21.0,44.0
14162,630.0,,,,100000000.0,,,,,,,,,
14163,18.0,62.56,62.56,69.99,2000000.0,4.4,,,4.4,5.0,3.0,7.0,15.0,70.0
14164,807.0,,,,100000000.0,,,,,,,,,
14165,558.0,,,,,4.2,360.0,360.0,4.2,8.0,4.0,4.0,19.0,65.0
14167,225.0,,,,50000000.0,,,,,,,,,
14169,200.0,54.98,54.98,69.98,300000000.0,4.2,863.0,863.0,4.2,8.0,3.0,10.0,12.0,67.0
14170,613.0,24.99,24.99,,,4.0,6.0,6.0,4.0,0.0,0.0,,,39.0
14171,1939.0,149.0,149.0,206.0,,3.9,31.0,31.0,3.9,18.0,0.0,10.0,16.0,56.0
14174,841.0,,,,200000000.0,,,,,,,,,
14175,330.0,68.0,68.0,85.0,,,8.0,,,,,0.0,0.0,
14177,1718.0,169.99,169.99,,,4.1,988.0,988.0,4.1,12.0,5.0,9.0,12.0,62.0
14178,391.0,19.99,19.99,24.99,,4.2,,,4.2,7.0,5.0,11.0,15.0,62.0
14179,,32.99,32.99,,,3.6,73.0,,,,,,,
14182,1310.0,21.99,21.99,,,4.0,1.0,1.0,4.0,0.0,0.0,0.0,,
14183,,18.89,18.89,,,5.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,100.0
14184,175.0,169.99,169.99,,50000000.0,4.0,963.0,963.0,4.0,15.0,4.0,6.0,8.0,67.0
14185,,7.99,7.99,13.89,,5.0,4.0,,,,,,,
14187,1230.0,66.49,66.49,69.99,,,3.0,3.0,,0.0,,,0.0,32.0
14188,,11.99,11.99,,,,1.0,1.0,,,0.0,0.0,0.0,
14189,96.0,19.99,19.99,,,4.8,580.0,580.0,4.8,2.0,1.0,2.0,7.0,88.0
14191,887.0,18.49,18.49,,,4.5,112.0,112.0,4.5,2.0,1.0,12.0,13.0,72.0
14192,652.0,25.99,25.99,28.99,,3.9,9.0,,,0.0,,,16.0,44.0
14194,328.0,24.46,24.46,,,,88.0,88.0,,,5.0,9.0,13.0,42.0
14196,386.0,135.99,135.99,179.99,50000000.0,4.0,112.0,112.0,4.0,15.0,3.0,3.0,19.0,60.0
14197,354.0,39.95,39.95,,,4.9,11.0,11.0,4.9,0.0,0.0,0.0,13.0,87.0
14198,48.0,,,,,3.8,282.0,282.0,3.8,14.0,8.0,11.0,16.0,51.0
14199,,199.99,199.99,,,3.9,188.0,,,,,,,
14200,428.0,,,,,,,,,,,,,
14201,322.0,69.98,69.98,,200000000.0,4.2,,,4.2,10.0,5.0,8.0,11.0,66.0
14202,710.0,59.99,59.99,65.99,,,10.0,10.0,,0.0,,,,
14204,1245.0,,,,,,,,,0.0,0.0,0.0,0.0,
14205,,23.99,23.99,,,,1.0,1.0,,0.0,0.0,,0.0,
14206,206.0,39.99,39.99,,,5.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,100.0
14207,1.0,23.99,23.99,,,4.6,2747.0,,,,,,,
14208,6.0,16.29,16.29,,,4.4,2237.0,2237.0,4.4,4.0,4.0,6.0,18.0,68.0
14209,1296.0,74.99,74.99,79.0,50000000.0,4.8,667.0,,,,,,,
14210,1179.0,,,,,4.3,28.0,28.0,4.3,10.0,0.0,9.0,12.0,69.0
14211,1088.0,,,,,4.0,10.0,10.0,4.0,,0.0,0.0,0.0,75.0
14212,678.0,26.99,26.99,,50000000.0,4.5,158.0,,,,,,,
14214,802.0,16.99,16.99,,,,9.0,,,,,,,
14215,,7.98,7.98,,,3.8,10.0,10.0,3.8,18.0,0.0,10.0,,43.0
14216,,6.9,6.9,,,,,,,0.0,0.0,0.0,0.0,
14217,662.0,,,,,,9.0,,,,,,,
14219,1526.0,,,,,3.8,77.0,77.0,3.8,16.0,3.0,,12.0,50.0
14221,886.0,99.99,99.99,,,4.3,19.0,19.0,4.3,4.0,10.0,0.0,25.0,61.0
14222,1898.0,18.99,18.99,21.78,,4.1,70.0,,,,,,,
14223,,59.99,59.99,,,4.0,23.0,23.0,4.0,9.0,0.0,,14.0,53.0
14224,,,,,,4.0,15.0,15.0,4.0,12.0,0.0,12.0,,50.0
14225,1772.0,,,,,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,100.0
14226,1480.0,24.99,24.99,,,,,,,,,,,
14227,666.0,89.49,89.49,104.41,,4.2,147.0,147.0,4.2,9.0,6.0,6.0,12.0,67.0
14228,561.0,,,,,4.7,55.0,55.0,4.7,4.0,0.0,2.0,9.0,85.0
14230,633.0,19.99,19.99,24.99,100000000.0,4.5,66.0,66.0,4.5,4.0,2.0,7.0,11.0,76.0
14231,,,,,,4.4,809.0,809.0,4.4,6.0,4.0,5.0,9.0,76.0
14232,,129.99,129.99,,,4.7,4.0,4.0,4.7,0.0,0.0,0.0,,70.0
14233,1087.0,,,,,,13.0,13.0,,,0.0,0.0,0.0,56.0
14234,463.0,69.99,69.99,89.99,100000000.0,4.3,,,,,,,,
14235,,,,,,3.5,578.0,578.0,3.5,21.0,7.0,16.0,13.0,43.0
14236,774.0,19.99,19.99,21.99,50000000.0,4.2,2955.0,2955.0,4.2,8.0,5.0,10.0,15.0,62.0
14237,1367.0,17.09,17.09,,,4.4,313.0,313.0,4.4,6.0,4.0,5.0,11.0,74.0
14239,848.0,24.99,24.99,,50000000.0,4.5,39.0,39.0,4.5,0.0,4.0,6.0,23.0,67.0
14240,591.0,,,,,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,100.0
14241,534.0,9.99,9.99,,50000000.0,4.7,1054.0,,,3.0,0.0,3.0,12.0,82.0
14242,290.0,25.99,25.99,,,4.0,124.0,124.0,4.0,14.0,1.0,11.0,18.0,56.0
14243,281.0,32.99,32.99,44.99,,4.0,665.0,665.0,4.0,10.0,7.0,12.0,15.0,56.0
14244,304.0,44.99,44.99,53.02,,4.7,27.0,27.0,4.7,0.0,0.0,0.0,,74.0
14245,833.0,,,,,4.1,64.0,64.0,4.1,14.0,0.0,8.0,20.0,58.0
14246,,7.38,7.38,,,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,100.0
14247,162.0,69.97,69.97,,,4.5,,,,,,,,
14248,61.0,17.99,17.99,,,4.6,953.0,953.0,4.6,3.0,1.0,6.0,10.0,80.0
14249,677.0,29.99,29.99,,,,50.0,50.0,,,,10.0,22.0,33.0
14251,1082.0,,,,,,,,,,,,,
14252,1486.0,,,,,,,,,0.0,0.0,0.0,0.0,
14253,327.0,,,,50000000.0,,,,,,,,,
14254,583.0,27.0,27.0,,,3.9,291.0,291.0,3.9,12.0,4.0,14.0,18.0,52.0
14255,,179.98,179.98,224.99,50000000.0,4.3,128.0,128.0,4.3,4.0,8.0,5.0,23.0,60.0
14257,722.0,,,,100000000.0,,,,,,,,,
14258,1138.0,99.0,99.0,,,3.6,170.0,170.0,3.6,16.0,10.0,13.0,20.0,41.0
14259,462.0,49.27,49.27,59.99,200000000.0,4.1,176.0,176.0,4.1,12.0,4.0,6.0,17.0,61.0
14260,272.0,45.59,45.59,59.99,,4.5,14.0,,,,,,,
14262,825.0,8.99,8.99,,,4.7,2533.0,,,2.0,1.0,4.0,10.0,83.0
14263,1703.0,16.99,16.99,,,4.3,216.0,216.0,4.3,5.0,4.0,8.0,18.0,65.0
14264,327.0,11.42,11.42,12.69,,4.3,34.0,,,5.0,6.0,5.0,22.0,62.0
14265,1252.0,69.99,69.99,76.99,,,1.0,1.0,,,0.0,0.0,0.0,
14266,361.0,25.99,25.99,,,4.3,8.0,,,,,,,
14267,291.0,,,,,,,,,0.0,0.0,0.0,0.0,
14268,950.0,,,,,,,,,,,,,
14269,296.0,19.99,19.99,25.99,,4.0,17.0,,,,,,,
14270,361.0,149.99,149.99,,,4.3,304.0,304.0,4.3,6.0,5.0,8.0,10.0,71.0
14271,264.0,,,,50000000.0,4.3,813.0,813.0,4.3,9.0,3.0,3.0,14.0,71.0
14272,659.0,,,,,4.6,58.0,58.0,4.6,5.0,0.0,8.0,5.0,82.0
14273,1018.0,,,,100000000.0,,,,,,,,,
14274,419.0,8.99,8.99,,,4.7,62.0,,,3.0,0.0,4.0,5.0,88.0
14275,,41.27,41.27,,,4.4,5.0,5.0,4.4,0.0,0.0,0.0,,43.0
14277,13.0,,,,,4.4,604.0,604.0,4.4,8.0,3.0,4.0,13.0,72.0
14278,512.0,,,,,4.6,3.0,3.0,4.6,0.0,0.0,0.0,,63.0
14279,978.0,,,,,,,,,0.0,0.0,0.0,0.0,
14280,847.0,129.99,129.99,,,4.8,34.0,34.0,4.8,0.0,0.0,4.0,10.0,86.0
14281,49.0,106.37,106.37,118.19,,4.2,144.0,144.0,4.2,9.0,3.0,7.0,16.0,65.0
14282,422.0,34.99,34.99,,200000000.0,4.4,1871.0,1871.0,4.4,5.0,4.0,7.0,14.0,70.0
14283,323.0,25.99,25.99,27.99,,3.9,9.0,9.0,3.9,15.0,,0.0,0.0,69.0
14284,1677.0,15.89,15.89,,,3.9,7.0,7.0,3.9,0.0,,15.0,,40.0
14285,464.0,,,,,,3.0,3.0,,,,0.0,0.0,
14286,508.0,149.99,149.99,,,4.1,50.0,50.0,4.1,11.0,0.0,13.0,20.0,56.0
14287,484.0,41.76,41.76,,,3.8,125.0,125.0,3.8,15.0,6.0,11.0,14.0,54.0
14288,829.0,27.0,27.0,,,3.8,148.0,148.0,3.8,16.0,5.0,11.0,13.0,55.0
14289,710.0,13.99,13.99,17.99,,4.6,1586.0,1586.0,4.6,3.0,1.0,6.0,13.0,77.0
14290,1217.0,33.99,33.99,,,4.1,56.0,56.0,4.1,6.0,8.0,10.0,17.0,59.0
14291,25.0,179.99,179.99,229.99,,4.4,51.0,51.0,4.4,3.0,7.0,4.0,12.0,74.0
14292,90.0,199.99,199.99,,,4.5,1953.0,1953.0,4.5,4.0,2.0,4.0,15.0,75.0
14293,18.0,,,,200000000.0,4.3,1113.0,1113.0,4.3,11.0,3.0,6.0,6.0,74.0
